ticket_id,channel,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20241224-06076,Call Center,Wajir,Home,SME,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,SHENG,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: TikTok Pack (KES 50). mbona sasa",Negative,-0.745,Low,Pending,11,13.13,Tech-Network,AG-21499,Advised app update and cache clear,,,Medium
KECS-20250929-06077,Call Center,Kiambu,Thika,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M711684.",Negative,-0.459,Medium,Resolved,7,1.63,MobileMoney,AG-93940,Raised reversal ticket,3,-7,Medium
KECS-20250130-06078,Call Center,Narok,Home,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Home, Narok. ??!!!",Negative,-0.606,Medium,Resolved,14,9.07,Tech-Fiber,AG-87968,Advised plan upgrade/relocation process,3,,Medium
KECS-20250709-06079,Call Center,Uasin Gishu,Turbo,Enterprise,Home 4G Router,Roaming & International,Roaming & International,Roaming not working,Complaint,EN,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 2742** (masked).",Negative,-0.462,Low,Resolved,12,42.26,Care-General,AG-40010,Reset account credentials,1,-30,Medium
KECS-20241105-06080,Mobile App Chat,Nakuru,Naivasha,Consumer,Home 4G Router,SIM & Registration,SIM & Registration,eSIM setup,Report Fraud,SW,Please help! Fraud/scam on my line. SIM & Registration: eSIM setup. Amount KES 100. My number: 4601** (masked). tafadhali,Neutral,-0.244,Medium,Resolved,20,4.45,Care-General,AG-82086,Verified KYC documents; updated profile,2,-17,Low
KECS-20240930-06081,Call Center,Busia,Stage,Consumer,Prepaid,Home Internet,Home Internet,Router/ONT issue,Complaint,SHENG,"Hi KifaruTel, Router/ONT issue on my Home Internet. Location: Stage, Busia. maze ????",Neutral,0.116,Low,Resolved,8,4.90,Tech-Fiber,AG-12684,Advised plan upgrade/relocation process,3,-3,Low
KECS-20240807-06082,WhatsApp,Uasin Gishu,Eldoret,SME,Pocket WiFi,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,Need clarification about Data Bundles: Data depleted too fast. Bundle: Daily 1GB (KES 50).,Negative,-0.323,Medium,Resolved,18,10.73,Tech-Network,AG-29192,Ran network diagnostics; suggested 4G/5G settings,4,-20,Medium
KECS-20241005-06083,Mobile App Chat,Mombasa,Changamwe,Consumer,Prepaid,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,EN,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 0945** (masked).",Negative,-0.863,High,Resolved,14,35.69,Tech-Network,AG-90658,Reset account credentials,2,,Low
KECS-20250821-06084,Call Center,Nakuru,Gilgil,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Request Refund/Reversal,EN,Naomba reversal/refund. Data Bundles: Data depleted too fast. Amount KES 20. Bundle: Daily 200MB (KES 20). ??,Negative,-0.882,Medium,Resolved,12,10.46,Tech-Network,AG-02458,Credited bundle; explained validity,4,,Medium
KECS-20241230-06085,Call Center,Kiambu,Juja,SME,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Report Fraud,SHENG,Please help! Fraud/scam on my line. Mobile Money: Agent/float issue. Amount KES 20. Transaction ref: M317430. mbona sasa,Negative,-0.487,Low,Resolved,8,9.96,MobileMoney,AG-69726,Raised reversal ticket,3,-77,Low
KECS-20240504-06086,Call Center,Homa Bay,Market,Consumer,Postpaid,Mobile Money,Mobile Money,Charges dispute,Report Fraud,EN,Please help! Fraud/scam on my line. Mobile Money: Charges dispute. Amount KES 10. Transaction ref: M194668.,Negative,-0.875,Medium,Pending,12,20.71,MobileMoney,AG-27739,Checked transaction status; advised retry,,,Medium
KECS-20240706-06087,Facebook,Nakuru,Nakuru Town,Consumer,Prepaid,Home Internet,Home Internet,Installation delay,Complaint,EN,"Hi KifaruTel, Installation delay on my Home Internet. Location: Nakuru Town, Nakuru.",Negative,-0.661,Low,Pending,18,8.82,Tech-Fiber,AG-81956,Remote line test; reset ONT/router,,,Medium
KECS-20240627-06088,Facebook,Kiambu,Thika,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Charges dispute,Complaint,SHENG,"Hi KifaruTel, Charges dispute on my Mobile Money. Transaction ref: M977457. hii vitu",Negative,-0.565,Low,Pending,43,7.92,MobileMoney,AG-20722,Checked transaction status; advised retry,,,Medium
KECS-20250308-06089,Web Portal,Kwale,Market,Consumer,Prepaid,Device Financing,Device Financing,Upgrade eligibility,Request Refund/Reversal,EN,Naomba reversal/refund. Device Financing: Upgrade eligibility. Amount KES 20.,Neutral,0.660,Medium,Resolved,71,34.14,Billing,AG-50660,Provided troubleshooting steps,4,75,Low
KECS-20250222-06090,Mobile App Chat,Kisumu,Kondele,Consumer,Prepaid,Mobile Money,Mobile Money,Charges dispute,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Charges dispute. Amount KES 500. Transaction ref: M610266.,Negative,-0.714,Medium,Resolved,7,9.32,MobileMoney,AG-79836,Advised PIN reset,1,,Low
KECS-20250718-06091,WhatsApp,Uasin Gishu,Moiben,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Social Bundle (KES 100).",Negative,-0.623,Low,Resolved,14,8.50,Tech-Network,AG-95516,Credited bundle; explained validity,2,,Medium
KECS-20250801-06092,Twitter/X,Uasin Gishu,Eldoret,SME,Pocket WiFi,Device Financing,Device Financing,Warranty/repair,Inquiry,EN,Need clarification about Device Financing: Warranty/repair.,Negative,-0.621,Low,Resolved,62,11.40,Billing,AG-91694,Logged complaint for follow-up,3,-29,Medium
KECS-20240626-06093,Retail Shop,Baringo,Stage,Consumer,Postpaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M446645. imekataa ????",Negative,-1.000,High,Resolved,7,105.42,MobileMoney,AG-39091,Escalated to payments team,2,-54,Medium
KECS-20240320-06094,Call Center,Meru,Meru Town,Consumer,Home Fiber,Mobile Money,Mobile Money,Transaction failed / delayed,Report Fraud,EN,Please help! Fraud/scam on my line. Mobile Money: Transaction failed / delayed. Amount KES 10. Transaction ref: M170129. ??,Negative,-0.596,Medium,Resolved,16,21.62,MobileMoney,AG-82385,Advised PIN reset,4,,Low
KECS-20241022-06095,Web Portal,Nakuru,Molo,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Daily 1GB (KES 50).",Negative,-0.320,High,Resolved,13,48.33,Tech-Network,AG-77742,Advised app update and cache clear,2,,Medium
KECS-20250916-06096,Call Center,Machakos,Machakos Town,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SHENG,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M874132. kuja bana",Neutral,0.016,Low,Resolved,6,2.26,MobileMoney,AG-77746,Checked transaction status; advised retry,3,-28,Low
KECS-20240811-06097,Call Center,Kiambu,Githurai,Enterprise,Prepaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Inquiry,EN,Nahitaji kujua about Data Bundles: Coverage/4G/5G unavailable. Bundle: Social Bundle (KES 100).,Negative,-0.446,Medium,Resolved,10,16.71,Tech-Network,AG-87643,Logged coverage complaint for optimization,4,-80,Low
KECS-20250204-06098,Web Portal,Kiambu,Juja,Consumer,Prepaid,Roaming & International,Roaming & International,International call issues,Inquiry,EN,Nahitaji kujua about Roaming & International: International call issues. My number: 4672** (masked).,Neutral,-0.131,Medium,Escalated,24,36.86,Care-General,AG-73607,Explained charges and plan details,,,Low
KECS-20240907-06099,SMS/USSD,Nakuru,Naivasha,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Report Fraud,EN,Please help! Fraud/scam on my line. Data Bundles: Data depleted too fast. Amount KES 50. Bundle: YouTube Pack (KES 50). !!!,Negative,-0.407,Medium,Resolved,37,14.41,Tech-Network,AG-29916,Logged coverage complaint for optimization,3,-25,Medium
KECS-20250622-06100,SMS/USSD,Mombasa,Kisauni,Consumer,Prepaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,EN,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Weekly 5GB (KES 200).",Negative,-0.973,Medium,Resolved,20,16.02,Tech-Network,AG-69286,Logged coverage complaint for optimization,3,,Medium
KECS-20251229-06101,Call Center,Kisumu,Ahero,Consumer,Pocket WiFi,Home Internet,Home Internet,Router/ONT issue,Inquiry,SW,"Nahitaji kujua about Home Internet: Router/ONT issue. Location: Ahero, Kisumu. tafadhali",Negative,-0.853,Medium,Resolved,5,11.43,Tech-Fiber,AG-13307,Scheduled technician visit,4,,Low
KECS-20250720-06102,Twitter/X,Busia,Stage,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,SW,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Stage, Busia. imekataa",Negative,-0.830,Medium,Resolved,44,40.83,Tech-Fiber,AG-70010,Scheduled technician visit,2,,Low
KECS-20250420-06103,Call Center,Nairobi,Kilimani,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Inquiry,SHENG,Need clarification about VAS/Subscriptions: Stop SMS/USSD subscription. si fair,Neutral,-0.120,Medium,Resolved,16,15.43,Billing,AG-41295,Blocked premium SMS on line,3,,Low
KECS-20240412-06104,Email,Machakos,Mlolongo,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Daily 1GB (KES 50). nisaidie",Negative,-0.795,Low,Resolved,29,14.20,Tech-Network,AG-05075,Advised app update and cache clear,2,-37,Medium
KECS-20250323-06105,Mobile App Chat,Kilifi,Home,SME,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Request Refund/Reversal,SHENG,Naomba reversal/refund. Mobile Money: Wrong recipient / reversal request. Amount KES 20. Transaction ref: M932105. mbona sasa ????...,Negative,-0.503,High,Resolved,10,19.90,MobileMoney,AG-96500,Raised reversal ticket,1,-58,Medium
KECS-20240307-06106,WhatsApp,Kisumu,Ahero,Enterprise,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 4370** (masked). ????",Negative,-0.063,High,Resolved,10,63.79,Care-General,AG-11126,Guided PUK unlock,4,-41,Low
KECS-20250706-06107,Call Center,Siaya,Town,Consumer,Postpaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Town, Siaya. ??",Negative,-0.569,Medium,Resolved,12,4.36,Tech-Fiber,AG-15160,Scheduled technician visit,1,-34,Medium
KECS-20250205-06108,WhatsApp,Makueni,Home,Consumer,Prepaid,Account/App,Account/App,App login/OTP issue,Complaint,EN,"Hi KifaruTel, App login/OTP issue on my Account/App. My number: 9301** (masked).",Negative,-0.743,Medium,Resolved,37,11.41,Care-General,AG-22131,Explained charges and plan details,4,-49,Medium
KECS-20240416-06109,WhatsApp,Kajiado,Kitengela,Consumer,Prepaid,Device Financing,Device Financing,Warranty/repair,Complaint,EN,"Hi KifaruTel, Warranty/repair on my Device Financing.",Negative,-0.229,Medium,Resolved,16,19.97,Billing,AG-70289,Logged complaint for follow-up,2,,Low
KECS-20240129-06110,SMS/USSD,Nakuru,Gilgil,SME,Postpaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,SW,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 1995** (masked). imekataa ??",Negative,-0.523,Low,Resolved,61,6.68,Tech-Network,AG-71889,Logged complaint for follow-up,2,-42,Medium
KECS-20250816-06111,Call Center,Kilifi,Home,Consumer,Home 4G Router,Account/App,Account/App,Password reset,Inquiry,EN,Nahitaji kujua about Account/App: Password reset. My number: 8163** (masked).,Negative,-0.294,Medium,Resolved,20,37.09,Care-General,AG-93084,Reset account credentials,3,-34,Medium
KECS-20250618-06112,SMS/USSD,Trans Nzoia,Town,Consumer,Postpaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M363931. ????",Neutral,0.156,Low,Resolved,42,6.22,MobileMoney,AG-43819,Advised PIN reset,5,,Low
KECS-20240918-06113,Call Center,Kiambu,Githurai,Consumer,Prepaid,Account/App,Account/App,App login/OTP issue,Complaint,SW,"Hi KifaruTel, App login/OTP issue on my Account/App. My number: 4274** (masked). imepotea",Negative,-0.570,Low,Pending,2,20.57,Care-General,AG-75393,Escalated to technical team,,,Low
KECS-20250811-06114,Email,Machakos,Athi River,Consumer,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M249824. ????",Negative,-0.930,Medium,Resolved,37,25.31,MobileMoney,AG-45102,Raised reversal ticket,3,-19,Medium
KECS-20240702-06115,Email,Taita Taveta,Stage,Consumer,Home 4G Router,Roaming & International,Roaming & International,Unexpected roaming charges,Complaint,SHENG,"Hi KifaruTel, Unexpected roaming charges on my Roaming & International. My number: 8479** (masked). si poa !!!",Negative,-0.408,Low,Escalated,16,28.33,Care-General,AG-18266,Logged complaint for follow-up,,,Medium
KECS-20251217-06116,WhatsApp,Narok,Town,Consumer,Prepaid,Roaming & International,Roaming & International,International call issues,Inquiry,EN,Nauliza tu about Roaming & International: International call issues. My number: 6131** (masked).,Negative,-0.394,Low,Resolved,35,3.41,Care-General,AG-95912,Escalated to technical team,3,,Medium
KECS-20250321-06117,SMS/USSD,Bomet,Town,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Report Fraud,EN,"Please help! Fraud/scam on my line. Home Internet: Fiber down / no internet. Amount KES 10. Location: Town, Bomet.",Negative,-0.862,Medium,Escalated,12,38.08,Tech-Fiber,AG-53480,Raised outage incident; provided ETA,,,Medium
KECS-20241107-06118,Call Center,Nairobi,Kasarani,SME,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,SHENG,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M646616. si fair ??",Neutral,0.069,Medium,Pending,24,15.85,MobileMoney,AG-63742,Escalated to payments team,,,Low
KECS-20251020-06119,Call Center,Nakuru,Molo,SME,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Negative,-0.679,Medium,Pending,13,11.05,Billing,AG-96506,Stopped subscription; refunded charges,,,Medium
KECS-20240201-06120,Mobile App Chat,Nairobi,Kasarani,Consumer,Prepaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Complaint,SHENG,"Hi KifaruTel, SIM not registered / SIM swap on my SIM & Registration. My number: 1284** (masked). msee ????...",Neutral,-0.131,Low,Resolved,23,5.03,Care-General,AG-20071,Guided PUK unlock,5,26,Low
KECS-20240329-06121,WhatsApp,Kiambu,Thika,Consumer,Home Fiber,Data Bundles,Data Bundles,Data depleted too fast,Request Refund/Reversal,EN,Naomba reversal/refund. Data Bundles: Data depleted too fast. Amount KES 100. Bundle: Night 2GB (KES 100). ??,Negative,-0.990,High,Resolved,16,35.37,Tech-Network,AG-09923,Refreshed data balance; advised restart phone,3,,Medium
KECS-20241222-06122,Call Center,Uasin Gishu,Eldoret,SME,Prepaid,Data Bundles,Data Bundles,Bundle not activated,Inquiry,SHENG,Kindly advise about Data Bundles: Bundle not activated. Bundle: Daily 200MB (KES 20). kuja bana,Neutral,0.015,Medium,Resolved,6,34.55,Tech-Network,AG-55263,Advised app update and cache clear,3,,Low
KECS-20250520-06123,WhatsApp,Kitui,Market,Consumer,Postpaid,Data Bundles,Data Bundles,Bundle not activated,Complaint,EN,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: YouTube Pack (KES 50). ??",Negative,-0.844,Low,Resolved,16,4.39,Tech-Network,AG-52270,Logged coverage complaint for optimization,1,,Medium
KECS-20250430-06124,Mobile App Chat,Kisumu,Kondele,SME,Prepaid,Voice & SMS,Voice & SMS,Unwanted promo SMS,Complaint,EN,"Hi KifaruTel, Unwanted promo SMS on my Voice & SMS. My number: 4788** (masked). ????",Negative,-0.733,Medium,Resolved,8,7.11,Tech-Network,AG-50694,Logged complaint for follow-up,3,,Medium
KECS-20250321-06125,WhatsApp,Machakos,Mlolongo,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SHENG,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M599228. nimechoka",Negative,-0.675,Medium,Escalated,25,16.29,MobileMoney,AG-42407,Blocked suspicious account and guided reporting,,,Medium
KECS-20241006-06126,WhatsApp,Nyandarua,Market,Consumer,Prepaid,Roaming & International,Roaming & International,Roaming not working,Praise,SW,Asante sana KifaruTel customer care. Roaming & International issue ilirekebishwa. My number: 0289** (masked). tafadhali,Positive,0.339,Low,Resolved,13,27.09,Care-General,AG-05989,Reset account credentials,5,,Low
KECS-20251230-06127,Twitter/X,Kisii,Town,Consumer,Home Fiber,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Report Fraud,SW,Please help! Fraud/scam on my line. SIM & Registration: SIM not registered / SIM swap. Amount KES 500. My number: 7002** (masked). niko area ya,Negative,0.057,Low,Resolved,27,8.71,Care-General,AG-78046,Guided SIM replacement process,1,-22,Medium
KECS-20250812-06128,SMS/USSD,Migori,Stage,SME,Postpaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,EN,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 6993** (masked).",Negative,-0.613,Low,Resolved,17,6.71,Tech-Network,AG-93830,Reset account credentials,2,,Low
KECS-20240115-06129,Call Center,Nairobi,Westlands,Consumer,Pocket WiFi,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,SW,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M511575. kwani mbona",Neutral,0.005,Low,Pending,42,8.55,MobileMoney,AG-27965,Raised reversal ticket,,,Low
KECS-20250109-06130,Twitter/X,Nakuru,Gilgil,Consumer,Prepaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Complaint,EN,"Hi KifaruTel, Night bundle / validity confusion on my Data Bundles. Bundle: Weekly 5GB (KES 200).",Neutral,0.092,Medium,Resolved,17,23.30,Tech-Network,AG-41688,Advised app update and cache clear,4,-5,Low
KECS-20241116-06131,Twitter/X,Kitui,Home,Enterprise,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M860520. ??!!!",Neutral,-0.431,Medium,Pending,25,16.26,MobileMoney,AG-12594,Blocked suspicious account and guided reporting,,,Low
KECS-20250603-06132,WhatsApp,Homa Bay,Market,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SW,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M264141. tafadhali",Negative,-0.663,Medium,Resolved,5,36.72,MobileMoney,AG-98401,Checked transaction status; advised retry,3,,Medium
KECS-20240423-06133,Mobile App Chat,Kilifi,Home,Consumer,Prepaid,Home Internet,Home Internet,Billing / plan upgrade,Request Refund/Reversal,EN,"Naomba reversal/refund. Home Internet: Billing / plan upgrade. Amount KES 500. Location: Home, Kilifi.",Negative,-0.335,Medium,Resolved,24,20.38,Tech-Fiber,AG-60736,Raised outage incident; provided ETA,1,20,Low
KECS-20250612-06134,Mobile App Chat,Mandera,Stage,Consumer,Pocket WiFi,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Negative,-0.854,Medium,Resolved,10,22.08,Billing,AG-96273,Stopped subscription; refunded charges,3,,Low
KECS-20240219-06135,WhatsApp,Kisii,Home,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Request Refund/Reversal,SHENG,Naomba reversal/refund. Data Bundles: Data depleted too fast. Amount KES 50. Bundle: YouTube Pack (KES 50). msee,Negative,-0.524,Medium,Resolved,9,8.80,Tech-Network,AG-42705,Logged coverage complaint for optimization,5,-36,Medium
KECS-20240929-06136,SMS/USSD,Nakuru,Nakuru Town,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M939782.",Negative,-0.686,Medium,Resolved,14,15.98,MobileMoney,AG-46923,Blocked suspicious account and guided reporting,2,-35,Low
KECS-20240323-06137,Retail Shop,Nyeri,Home,Consumer,Postpaid,VAS/Subscriptions,VAS/Subscriptions,Content service charges,Inquiry,SW,Nahitaji kujua about VAS/Subscriptions: Content service charges. tafadhali ...,Neutral,0.145,High,Resolved,63,16.17,Billing,AG-80777,Stopped subscription; refunded charges,4,-18,Low
KECS-20241121-06138,WhatsApp,Nairobi,Embakasi,SME,Postpaid,Device Financing,Device Financing,Insurance claim,Inquiry,SHENG,How do I about Device Financing: Insurance claim. si poa ...,Negative,-0.585,High,Resolved,8,16.98,Billing,AG-22619,Reset account credentials,1,,Low
KECS-20250124-06139,WhatsApp,Kisii,Town,Consumer,Prepaid,Voice & SMS,Voice & SMS,Nuisance/silent calls,Complaint,SHENG,"Hi KifaruTel, Nuisance/silent calls on my Voice & SMS. My number: 3380** (masked). saa hii",Negative,-0.628,Medium,Resolved,15,49.52,Tech-Network,AG-18991,Logged complaint for follow-up,3,,Low
KECS-20240412-06140,Facebook,Mombasa,Likoni,Consumer,Home Fiber,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,EN,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M166898.",Negative,-0.749,High,Resolved,9,10.43,MobileMoney,AG-31976,Blocked suspicious account and guided reporting,1,21,Medium
KECS-20240104-06141,SMS/USSD,Kiambu,Githurai,Enterprise,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Inquiry,EN,Nahitaji kujua about Mobile Money: Wrong recipient / reversal request. Transaction ref: M237189.,Negative,-0.587,High,Resolved,15,12.53,MobileMoney,AG-78339,Raised reversal ticket,1,-53,Medium
KECS-20240331-06142,SMS/USSD,Makueni,Market,SME,Prepaid,SIM & Registration,SIM & Registration,PUK / SIM locked,Complaint,SHENG,"Hi KifaruTel, PUK / SIM locked on my SIM & Registration. My number: 5481** (masked). mbona sasa",Neutral,0.379,Medium,Resolved,21,4.89,Care-General,AG-75687,Performed line refresh,5,-35,Low
KECS-20240408-06143,Web Portal,Kiambu,Ruiru,Consumer,eSIM,Device Financing,Device Financing,Warranty/repair,Complaint,EN,"Hi KifaruTel, Warranty/repair on my Device Financing.",Neutral,-0.098,Medium,Escalated,48,39.61,Billing,AG-77030,Explained charges and plan details,,,Low
KECS-20240613-06144,Call Center,Nairobi,Karen,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M110209.",Negative,-0.753,Medium,Resolved,5,6.84,MobileMoney,AG-34486,Checked transaction status; advised retry,1,-35,Medium
KECS-20240305-06145,WhatsApp,Embu,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Billing for data,Complaint,EN,"Hi KifaruTel, Billing for data on my Data Bundles. Bundle: YouTube Pack (KES 50).",Negative,-0.608,Low,Resolved,11,7.19,Tech-Network,AG-53799,Advised app update and cache clear,1,-26,Medium
KECS-20250212-06146,Twitter/X,Murang'a,Stage,Consumer,eSIM,Roaming & International,Roaming & International,OTP not received abroad,Praise,EN,Big up KifaruTel customer care. Roaming & International issue ilirekebishwa. My number: 2034** (masked). ??,Positive,0.880,Low,Pending,20,9.76,Care-General,AG-74431,Logged complaint for follow-up,,,Low
KECS-20240101-06147,WhatsApp,Kiambu,Githurai,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Complaint,EN,"Hi KifaruTel, eSIM setup on my SIM & Registration. My number: 8735** (masked).",Negative,-0.632,Medium,Pending,23,10.80,Care-General,AG-66960,Guided SIM replacement process,,,Medium
KECS-20250715-06148,Call Center,Kisii,Home,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Negative,-0.331,Medium,Pending,15,20.61,Billing,AG-08739,Stopped subscription; educated on opt-in,,,Low
KECS-20250521-06149,Facebook,Kiambu,Juja,SME,Home Fiber,Data Bundles,Data Bundles,Bundle not activated,Complaint,SW,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: YouTube Pack (KES 50). imekataa",Negative,-0.383,Medium,Resolved,10,19.40,Tech-Network,AG-13789,Advised app update and cache clear,3,,Low
KECS-20240921-06150,Call Center,Kisii,Stage,Consumer,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Inquiry,EN,Kindly advise about Mobile Money: PIN reset / locked account. Transaction ref: M559868.,Negative,-0.856,Medium,Resolved,16,16.42,MobileMoney,AG-25696,Blocked suspicious account and guided reporting,2,-9,Medium
KECS-20250223-06151,Call Center,Mombasa,Nyali,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Transaction failed / delayed. Amount KES 200. Transaction ref: M689287.,Negative,-0.776,High,Resolved,14,22.37,MobileMoney,AG-52045,Escalated to payments team,2,-20,Medium
KECS-20240509-06152,Retail Shop,Kiambu,Juja,Consumer,Prepaid,Mobile Money,Mobile Money,Charges dispute,Complaint,SHENG,"Hi KifaruTel, Charges dispute on my Mobile Money. Transaction ref: M901424. mbona sasa !!!",Neutral,-0.002,High,Escalated,9,15.30,MobileMoney,AG-26071,Checked transaction status; advised retry,,,Low
KECS-20241222-06153,Call Center,Uasin Gishu,Moiben,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Report Fraud,EN,Please help! Fraud/scam on my line. Data Bundles: Data depleted too fast. Amount KES 1000. Bundle: Monthly 10GB (KES 1000).,Neutral,0.247,Medium,Escalated,5,36.02,Tech-Network,AG-83500,Credited bundle; explained validity,,,Low
KECS-20250526-06154,Call Center,Busia,Stage,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. ...",Neutral,0.064,Low,Resolved,9,29.07,Billing,AG-48375,Stopped subscription; educated on opt-in,4,31,Low
KECS-20250425-06155,SMS/USSD,Nyeri,Market,Consumer,Home 4G Router,VAS/Subscriptions,VAS/Subscriptions,Ringtones/games subscription,Complaint,EN,"Hi KifaruTel, Ringtones/games subscription on my VAS/Subscriptions.",Negative,-0.587,Medium,Resolved,19,13.29,Billing,AG-47491,Stopped subscription; refunded charges,4,,Medium
