ticket_id,created_at,channel,customer_id,msisdn_masked,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20250307-05103,2025-03-07 12:09:02,Call Center,CUST-8822002,2547441****47,Kiambu,Githurai,SME,Pocket WiFi,SIM & Registration,SIM & Registration,eSIM setup,Complaint,EN,"Hi KifaruTel, eSIM setup on my SIM & Registration. My number: 9487** (masked).",Negative,-0.718,Medium,Resolved,24,8.14,Care-General,AG-12395,Verified KYC documents; updated profile,2,,Medium
KECS-20240318-05104,2024-03-18 15:19:49,Call Center,CUST-3208024,2547653****24,Kakamega,Mumias,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Suggestion,EN,Suggestion: improve Mobile Money experience. Transaction failed / delayed. Transaction ref: M262631.,Neutral,-0.344,Medium,Pending,40,48.89,MobileMoney,AG-09520,Raised reversal ticket,,,Low
KECS-20250521-05105,2025-05-21 02:49:30,Email,CUST-7935746,2547435****24,Meru,Meru Town,Consumer,Pocket WiFi,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,EN,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M557033.",Neutral,0.097,Low,Resolved,30,9.75,MobileMoney,AG-79212,Escalated to payments team,5,-13,Low
KECS-20240112-05106,2024-01-12 00:13:25,Mobile App Chat,CUST-2523314,2547544****32,Nairobi,Karen,SME,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Inquiry,EN,Nauliza tu about VAS/Subscriptions: Stop SMS/USSD subscription.,Negative,-0.489,Low,Resolved,23,17.30,Billing,AG-49931,Blocked premium SMS on line,1,-53,Medium
KECS-20250613-05107,2025-06-13 00:07:48,Call Center,CUST-0182745,2547388****16,Garissa,Market,Consumer,Prepaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Inquiry,SW,How do I about Voice & SMS: Shortcode/USSD not working. My number: 0113** (masked). nisaidie ...,Negative,-0.874,Medium,Escalated,13,7.22,Tech-Network,AG-34690,Provided troubleshooting steps,,,Low
KECS-20241104-05108,2024-11-04 10:10:22,WhatsApp,CUST-2870148,2547053****49,Meru,Nkubu,Consumer,Pocket WiFi,Home Internet,Home Internet,Fiber down / no internet,Complaint,SW,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Nkubu, Meru. tafadhali",Negative,-1.000,Medium,Resolved,44,20.75,Tech-Fiber,AG-40217,Scheduled technician visit,2,-24,Medium
KECS-20250504-05109,2025-05-04 23:25:47,Mobile App Chat,CUST-1085811,2547249****73,Nairobi,CBD,Consumer,Postpaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 6396** (masked).",Negative,-0.618,Medium,Resolved,22,8.65,Care-General,AG-85885,Verified KYC documents; updated profile,2,-28,Medium
KECS-20241112-05110,2024-11-12 03:48:37,Call Center,CUST-5225266,2547338****59,Nairobi,Kilimani,Consumer,Home 4G Router,Home Internet,Home Internet,Fiber down / no internet,Inquiry,SHENG,"Kindly advise about Home Internet: Fiber down / no internet. Location: Kilimani, Nairobi. kuja bana",Negative,-0.880,Medium,Resolved,26,9.86,Tech-Fiber,AG-53009,Applied service credit after downtime,3,-32,Medium
KECS-20241120-05111,2024-11-20 13:22:47,Call Center,CUST-4171418,2547060****40,Bungoma,Market,Consumer,Postpaid,Device Financing,Device Financing,Device locked,Complaint,EN,"Hi KifaruTel, Device locked on my Device Financing.",Negative,-0.291,High,Escalated,6,25.26,Billing,AG-85690,Reset account credentials,,,High
KECS-20240405-05112,2024-04-05 04:23:20,Web Portal,CUST-8640622,2547564****02,Kiambu,Juja,Consumer,Pocket WiFi,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M488799. ????",Neutral,-0.176,Low,Resolved,24,21.74,MobileMoney,AG-30001,Blocked suspicious account and guided reporting,5,,Low
KECS-20250825-05113,2025-08-25 01:10:18,Mobile App Chat,CUST-8633459,2547655****88,Kisii,Home,Consumer,Prepaid,Roaming & International,Roaming & International,Roaming not working,Complaint,EN,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 9200** (masked).",Negative,-1.000,Medium,Resolved,14,1.42,Care-General,AG-98836,Logged complaint for follow-up,3,-1,Medium
KECS-20241208-05114,2024-12-08 13:32:12,Call Center,CUST-2284050,2547797****28,Kisumu,Kondele,Consumer,Home 4G Router,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Praise,SW,Thanks team KifaruTel customer care. SIM & Registration issue ilirekebishwa. My number: 8873** (masked). mko wapi,Positive,0.643,Low,Resolved,12,7.78,Care-General,AG-08776,Verified KYC documents; updated profile,5,66,Low
KECS-20240126-05115,2024-01-26 02:05:17,Call Center,CUST-3345861,2547446****39,Mombasa,Kisauni,SME,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Social Bundle (KES 100).",Negative,-0.701,Medium,Pending,21,18.65,Tech-Network,AG-79743,Logged coverage complaint for optimization,,,Medium
KECS-20240522-05116,2024-05-22 23:28:54,Facebook,CUST-5897127,2547098****66,Uasin Gishu,Turbo,SME,Prepaid,Roaming & International,Roaming & International,OTP not received abroad,Request Refund/Reversal,EN,Naomba reversal/refund. Roaming & International: OTP not received abroad. Amount KES 200. My number: 1129** (masked).,Negative,-0.839,Low,Resolved,8,2.00,Care-General,AG-11278,Explained charges and plan details,4,,Low
KECS-20240912-05117,2024-09-12 07:38:49,Twitter/X,CUST-0018695,2547603****89,Wajir,Town,Consumer,Home Fiber,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Report Fraud,SW,Please help! Fraud/scam on my line. Data Bundles: Coverage/4G/5G unavailable. Amount KES 100. Bundle: Night 2GB (KES 100). sasa hivi,Negative,-0.751,Medium,Resolved,27,46.91,Tech-Network,AG-53805,Logged coverage complaint for optimization,2,-54,Medium
KECS-20241009-05118,2024-10-09 18:33:40,Twitter/X,CUST-0642064,2547551****69,Meru,Nkubu,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Daily 1GB (KES 50). tafadhali ??",Negative,-0.679,Medium,Resolved,22,50.47,Tech-Network,AG-15339,Logged coverage complaint for optimization,4,-16,Medium
KECS-20241029-05119,2024-10-29 16:20:58,Facebook,CUST-6697723,2547097****42,Baringo,Market,Consumer,Home Fiber,Mobile Money,Mobile Money,Fraud / scam report,Complaint,EN,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M577525.",Negative,-0.331,High,Pending,19,45.37,MobileMoney,AG-99058,Advised PIN reset,,,High
KECS-20241208-05120,2024-12-08 08:26:49,WhatsApp,CUST-5037122,2547638****02,Bungoma,Stage,SME,Prepaid,Home Internet,Home Internet,Relocation request,Inquiry,EN,"Need clarification about Home Internet: Relocation request. Location: Stage, Bungoma.",Negative,-0.716,Medium,Resolved,5,31.27,Tech-Fiber,AG-39685,Raised outage incident; provided ETA,3,-34,Medium
KECS-20250124-05121,2025-01-24 17:13:09,Retail Shop,CUST-4902754,2547958****42,Nairobi,CBD,SME,Home 4G Router,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,SW,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Social Bundle (KES 100). mtanirefund? ??",Negative,-0.651,Medium,Resolved,8,6.79,Tech-Network,AG-12360,Ran network diagnostics; suggested 4G/5G settings,3,,Medium
KECS-20240128-05122,2024-01-28 13:10:30,Twitter/X,CUST-2649216,2547016****40,Kiambu,Ruiru,Consumer,Postpaid,Mobile Money,Mobile Money,Agent/float issue,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Agent/float issue. Amount KES 10. Transaction ref: M861204.,Negative,-0.766,Medium,Resolved,19,12.51,MobileMoney,AG-68059,Blocked suspicious account and guided reporting,2,-64,Low
KECS-20250102-05123,2025-01-02 14:26:44,WhatsApp,CUST-3233955,2547930****15,Meru,Meru Town,Consumer,Prepaid,Roaming & International,Roaming & International,Data roaming settings,Complaint,SW,"Hi KifaruTel, Data roaming settings on my Roaming & International. My number: 1455** (masked). imepotea",Negative,-1.000,High,Resolved,11,37.83,Care-General,AG-37309,Logged complaint for follow-up,1,-36,Medium
KECS-20250708-05124,2025-07-08 01:10:22,Call Center,CUST-0385340,2547936****13,Uasin Gishu,Moiben,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Report Fraud,EN,Please help! Fraud/scam on my line. Mobile Money: Transaction failed / delayed. Amount KES 300. Transaction ref: M216421.,Negative,-0.588,High,Resolved,6,66.39,MobileMoney,AG-62211,Raised reversal ticket,2,-38,Medium
KECS-20240801-05125,2024-08-01 20:25:43,Mobile App Chat,CUST-8712313,2547645****55,Makueni,Town,SME,Pocket WiFi,Home Internet,Home Internet,Billing / plan upgrade,Request Refund/Reversal,EN,"Naomba reversal/refund. Home Internet: Billing / plan upgrade. Amount KES 500. Location: Town, Makueni.",Neutral,0.010,Low,Resolved,4,14.97,Tech-Fiber,AG-11839,Remote line test; reset ONT/router,3,-3,Low
KECS-20240712-05126,2024-07-12 16:22:59,Call Center,CUST-8945802,2547746****80,Kiambu,Githurai,Consumer,Prepaid,SIM & Registration,SIM & Registration,Line blocked / SIM not working,Complaint,SHENG,"Hi KifaruTel, Line blocked / SIM not working on my SIM & Registration. My number: 2227** (masked). mbona sasa",Neutral,0.199,Low,Pending,29,5.20,Care-General,AG-33857,Guided SIM replacement process,,,Low
KECS-20240722-05127,2024-07-22 16:57:10,Web Portal,CUST-0503273,2547941****70,Kisumu,Ahero,Consumer,Prepaid,SIM & Registration,SIM & Registration,eSIM setup,Complaint,SW,"Hi KifaruTel, eSIM setup on my SIM & Registration. My number: 7955** (masked). tafadhali",Negative,-0.748,Medium,Resolved,50,18.63,Care-General,AG-15231,Guided PUK unlock,3,,Medium
KECS-20240403-05128,2024-04-03 11:25:47,Call Center,CUST-3794408,2547951****97,Migori,Market,Consumer,Pocket WiFi,Data Bundles,Data Bundles,Data depleted too fast,Complaint,EN,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Daily 1GB (KES 50).",Negative,-0.881,Medium,Resolved,9,11.97,Tech-Network,AG-57023,Advised app update and cache clear,1,-85,Medium
KECS-20240521-05129,2024-05-21 03:59:50,Retail Shop,CUST-2950322,2547438****88,Uasin Gishu,Eldoret,SME,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Transaction failed / delayed. Amount KES 50. Transaction ref: M978834.,Negative,-0.762,High,Resolved,50,25.57,MobileMoney,AG-41224,Raised reversal ticket,4,,Medium
KECS-20240716-05130,2024-07-16 08:22:55,Call Center,CUST-2896841,2547688****07,Nairobi,CBD,SME,Postpaid,Mobile Money,Mobile Money,Charges dispute,Complaint,SHENG,"Hi KifaruTel, Charges dispute on my Mobile Money. Transaction ref: M903773. msee",Negative,-0.611,Low,Resolved,7,18.07,MobileMoney,AG-87859,Advised PIN reset,2,,Medium
KECS-20240102-05131,2024-01-02 07:53:34,Facebook,CUST-6734242,2547501****70,Samburu,Town,Consumer,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,EN,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M286655. ??",Negative,-0.438,High,Pending,11,76.14,MobileMoney,AG-58864,Checked transaction status; advised retry,,,Medium
KECS-20250413-05132,2025-04-13 15:53:36,Call Center,CUST-9459153,2547908****13,Narok,Town,Consumer,Home Fiber,Mobile Money,Mobile Money,Charges dispute,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Charges dispute. Amount KES 5000. Transaction ref: M452795.,Negative,-0.415,Low,Escalated,14,9.24,MobileMoney,AG-44320,Advised PIN reset,,,Medium
KECS-20250425-05133,2025-04-25 09:28:47,WhatsApp,CUST-0624787,2547854****96,Kiambu,Githurai,Consumer,Prepaid,Home Internet,Home Internet,Relocation request,Request Refund/Reversal,EN,"Naomba reversal/refund. Home Internet: Relocation request. Amount KES 1000. Location: Githurai, Kiambu.",Negative,-0.660,Low,Resolved,17,8.71,Tech-Fiber,AG-37965,Remote line test; reset ONT/router,3,-5,Medium
KECS-20240726-05134,2024-07-26 23:18:47,Call Center,CUST-7353527,2547841****34,Nairobi,Westlands,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: TikTok Pack (KES 50).",Neutral,-0.112,Medium,Pending,6,19.67,Tech-Network,AG-15710,Advised app update and cache clear,,,Low
KECS-20241107-05135,2024-11-07 05:54:48,Call Center,CUST-1951843,2547437****44,Siaya,Home,SME,Prepaid,Device Financing,Device Financing,Upgrade eligibility,Inquiry,EN,Need clarification about Device Financing: Upgrade eligibility.,Negative,-0.723,Low,Resolved,19,3.48,Billing,AG-66802,Logged complaint for follow-up,3,,Low
KECS-20250506-05136,2025-05-06 18:44:46,Twitter/X,CUST-9523715,2547495****15,Nairobi,Kilimani,Consumer,Prepaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Request Refund/Reversal,SW,Naomba reversal/refund. SIM & Registration: SIM not registered / SIM swap. Amount KES 1000. My number: 0326** (masked). mko wapi,Neutral,0.388,High,Resolved,22,25.60,Care-General,AG-51260,Guided SIM replacement process,3,,Low
KECS-20250719-05137,2025-07-19 22:45:16,Call Center,CUST-9871546,2547818****26,Nairobi,Kilimani,Consumer,Home Fiber,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M395582. ??",Neutral,-0.086,Low,Resolved,9,20.29,MobileMoney,AG-87277,Advised PIN reset,3,,Low
KECS-20241219-05138,2024-12-19 09:35:00,Call Center,CUST-5561238,2547291****35,Kisumu,Kondele,SME,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: PIN reset / locked account. Amount KES 20. Transaction ref: M132852.,Negative,-0.941,Medium,Pending,14,36.01,MobileMoney,AG-27323,Raised reversal ticket,,,Low
KECS-20250918-05139,2025-09-18 00:57:13,Facebook,CUST-5912168,2547226****95,Bomet,Town,Consumer,Home 4G Router,Home Internet,Home Internet,Fiber down / no internet,Complaint,SHENG,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Town, Bomet. mbona sasa",Negative,-0.656,High,Resolved,53,42.28,Tech-Fiber,AG-63144,Scheduled technician visit,1,-52,Medium
KECS-20240115-05140,2024-01-15 22:39:35,SMS/USSD,CUST-2573777,2547950****37,Turkana,Stage,Consumer,Postpaid,Home Internet,Home Internet,Slow speeds,Inquiry,EN,"Need clarification about Home Internet: Slow speeds. Location: Stage, Turkana.",Neutral,0.107,Low,Resolved,8,9.35,Tech-Fiber,AG-04507,Advised plan upgrade/relocation process,2,41,Low
KECS-20250316-05141,2025-03-16 20:38:22,Call Center,CUST-2383311,2547299****24,Kisumu,Ahero,Consumer,Prepaid,Home Internet,Home Internet,Slow speeds,Inquiry,SW,"Need clarification about Home Internet: Slow speeds. Location: Ahero, Kisumu. imekwama",Negative,-0.450,Low,Resolved,16,4.60,Tech-Fiber,AG-34598,Raised outage incident; provided ETA,2,,Low
KECS-20240603-05142,2024-06-03 20:34:21,SMS/USSD,CUST-2060924,2547254****99,Kericho,Home,Consumer,Postpaid,VAS/Subscriptions,VAS/Subscriptions,Stop SMS/USSD subscription,Complaint,EN,"Hi KifaruTel, Stop SMS/USSD subscription on my VAS/Subscriptions.",Negative,-0.763,Medium,Resolved,11,10.62,Billing,AG-82046,Stopped subscription; refunded charges,3,-34,Low
KECS-20240205-05143,2024-02-05 04:55:12,SMS/USSD,CUST-6508126,2547114****09,Makueni,Market,Consumer,Postpaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,EN,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Daily 1GB (KES 50).",Neutral,0.413,Low,Resolved,35,11.72,Tech-Network,AG-10467,Credited bundle; explained validity,2,,Low
KECS-20250409-05144,2025-04-09 20:06:24,Facebook,CUST-3790354,2547092****38,Kiambu,Thika,SME,Prepaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Request Refund/Reversal,EN,Naomba reversal/refund. SIM & Registration: SIM not registered / SIM swap. Amount KES 200. My number: 0015** (masked).,Negative,-0.713,Medium,Pending,11,17.77,Care-General,AG-74142,Assisted eSIM activation,,,Medium
KECS-20240412-05145,2024-04-12 20:45:20,Call Center,CUST-7448131,2547103****62,Mombasa,Kisauni,SME,Home Fiber,Voice & SMS,Voice & SMS,Call drops / poor quality,Inquiry,SHENG,Nahitaji kujua about Voice & SMS: Call drops / poor quality. My number: 6974** (masked). kuja bana,Negative,-0.803,High,Resolved,9,51.56,Tech-Network,AG-21906,Reset account credentials,3,-5,Low
KECS-20240518-05146,2024-05-18 06:20:49,Retail Shop,CUST-8545273,2547006****88,Kisii,Market,Enterprise,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,EN,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M422232.",Negative,-1.000,Medium,Resolved,22,26.49,MobileMoney,AG-42641,Raised reversal ticket,4,,Medium
KECS-20251218-05147,2025-12-18 00:10:49,WhatsApp,CUST-0139893,2547210****60,Kitui,Stage,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Inquiry,EN,Nahitaji kujua about Mobile Money: Wrong recipient / reversal request. Transaction ref: M387614.,Neutral,-0.337,Low,Resolved,9,15.24,MobileMoney,AG-11502,Blocked suspicious account and guided reporting,3,,Low
KECS-20251203-05148,2025-12-03 14:35:58,Twitter/X,CUST-3737628,2547878****73,Nandi,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,SW,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Daily 1GB (KES 50). imepotea",Negative,-0.850,Medium,Pending,8,10.40,Tech-Network,AG-88505,Logged coverage complaint for optimization,,,Medium
KECS-20250912-05149,2025-09-12 21:48:02,Email,CUST-9214045,2547457****01,Narok,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,EN,Kindly advise about Mobile Money: Transaction failed / delayed. Transaction ref: M464114.,Negative,-1.000,High,Resolved,22,45.94,MobileMoney,AG-33087,Checked transaction status; advised retry,1,-27,Medium
KECS-20250606-05150,2025-06-06 21:24:57,Retail Shop,CUST-6109258,2547608****62,Kakamega,Kakamega Town,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Weekly 5GB (KES 200). ??",Negative,-0.464,Low,Resolved,22,2.39,Tech-Network,AG-39082,Logged coverage complaint for optimization,3,-37,Medium
KECS-20240403-05151,2024-04-03 01:36:53,Call Center,CUST-7630885,2547029****55,Mombasa,Likoni,SME,Prepaid,SIM & Registration,SIM & Registration,Line blocked / SIM not working,Report Fraud,EN,Please help! Fraud/scam on my line. SIM & Registration: Line blocked / SIM not working. Amount KES 300. My number: 5992** (masked).,Negative,-0.684,High,Resolved,8,26.07,Care-General,AG-09945,Guided SIM replacement process,3,37,Medium
KECS-20240108-05152,2024-01-08 11:18:31,Call Center,CUST-7732074,2547803****73,Nakuru,Naivasha,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Inquiry,EN,How do I about Data Bundles: Slow internet / buffering. Bundle: Social Bundle (KES 100).,Neutral,0.078,High,Resolved,30,31.51,Tech-Network,AG-81685,Logged coverage complaint for optimization,3,10,Low
KECS-20250131-05153,2025-01-31 20:37:04,SMS/USSD,CUST-9298151,2547481****68,Nakuru,Gilgil,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Request Refund/Reversal,EN,Naomba reversal/refund. Mobile Money: Wrong recipient / reversal request. Amount KES 500. Transaction ref: M749264.,Neutral,-0.255,Low,Resolved,26,1.83,MobileMoney,AG-97343,Checked transaction status; advised retry,3,,Low
KECS-20250102-05154,2025-01-02 08:28:37,Facebook,CUST-7406610,2547860****51,West Pokot,Market,Consumer,Home Fiber,Account/App,Account/App,Self-service menu confusion,Inquiry,EN,How do I about Account/App: Self-service menu confusion. My number: 5915** (masked).,Negative,-0.626,Low,Escalated,45,44.25,Care-General,AG-87386,Logged complaint for follow-up,,,Medium
KECS-20240309-05155,2024-03-09 20:03:19,WhatsApp,CUST-2586842,2547370****71,Samburu,Town,Consumer,Prepaid,Home Internet,Home Internet,Installation delay,Complaint,SW,"Hi KifaruTel, Installation delay on my Home Internet. Location: Town, Samburu. niko area ya ??",Negative,-0.702,High,Resolved,13,48.86,Tech-Fiber,AG-80568,Remote line test; reset ONT/router,1,-23,Medium
KECS-20250608-05156,2025-06-08 13:35:35,Facebook,CUST-6378201,2547201****50,Kericho,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Complaint,EN,"Hi KifaruTel, Wrong recipient / reversal request on my Mobile Money. Transaction ref: M436973. !!!",Neutral,-0.157,Low,Resolved,20,5.36,MobileMoney,AG-40435,Blocked suspicious account and guided reporting,4,,Low
KECS-20240313-05157,2024-03-13 06:32:13,Mobile App Chat,CUST-5016922,2547859****72,Meru,Nkubu,Consumer,Prepaid,Roaming & International,Roaming & International,Unexpected roaming charges,Complaint,SHENG,"Hi KifaruTel, Unexpected roaming charges on my Roaming & International. My number: 9196** (masked). nimechoka ??",Negative,-0.529,Low,Resolved,20,9.43,Care-General,AG-75432,Provided troubleshooting steps,2,21,Medium
KECS-20250515-05158,2025-05-15 02:35:45,Mobile App Chat,CUST-6341912,2547291****93,Mandera,Stage,Enterprise,Home 4G Router,Device Financing,Device Financing,Warranty/repair,Report Fraud,EN,Please help! Fraud/scam on my line. Device Financing: Warranty/repair. Amount KES 500. !!!,Neutral,-0.331,Medium,Resolved,33,10.99,Billing,AG-52111,Reset account credentials,4,-6,Low
KECS-20250310-05159,2025-03-10 07:58:20,Retail Shop,CUST-8035568,2547803****88,Nandi,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M973862. ...",Negative,-0.805,Medium,Escalated,29,61.43,MobileMoney,AG-62504,Escalated to payments team,,,Medium
KECS-20251230-05160,2025-12-30 10:19:28,Call Center,CUST-2158914,2547078****36,Kilifi,Home,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Inquiry,SHENG,Kindly advise about Data Bundles: Slow internet / buffering. Bundle: Monthly 10GB (KES 1000). saa hii,Negative,-0.546,Low,Resolved,8,92.57,Tech-Network,AG-08502,Refreshed data balance; advised restart phone,3,-7,Medium
KECS-20250409-05161,2025-04-09 14:52:42,Mobile App Chat,CUST-8786907,2547229****28,Uasin Gishu,Turbo,Consumer,Postpaid,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Request Refund/Reversal,SW,Naomba reversal/refund. Voice & SMS: SMS delayed / not delivered. Amount KES 50. My number: 1529** (masked). nisaidie !!!,Negative,-0.728,Low,Escalated,8,13.36,Tech-Network,AG-63639,Escalated to technical team,,,Low
KECS-20250303-05162,2025-03-03 07:03:46,Mobile App Chat,CUST-9642114,2547599****09,Kitui,Home,Consumer,Prepaid,Home Internet,Home Internet,Slow speeds,Complaint,SW,"Hi KifaruTel, Slow speeds on my Home Internet. Location: Home, Kitui. kwani mbona",Negative,-0.412,Low,Resolved,6,3.50,Tech-Fiber,AG-17457,Scheduled technician visit,3,-25,Medium
KECS-20241218-05163,2024-12-18 21:16:36,Twitter/X,CUST-2018875,2547645****96,Narok,Home,Consumer,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M319606.",Negative,-0.819,Medium,Resolved,11,36.84,MobileMoney,AG-64306,Escalated to payments team,3,,Medium
KECS-20240629-05164,2024-06-29 22:05:21,WhatsApp,CUST-9002428,2547883****22,Kericho,Market,Consumer,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,EN,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M789293.",Negative,-0.950,Medium,Resolved,5,10.45,MobileMoney,AG-55863,Raised reversal ticket,3,,Medium
KECS-20250310-05165,2025-03-10 23:39:03,Facebook,CUST-9008206,2547727****82,Nyamira,Home,Enterprise,Postpaid,Device Financing,Device Financing,Upgrade eligibility,Complaint,SHENG,"Hi KifaruTel, Upgrade eligibility on my Device Financing. nimechoka",Negative,-0.519,Medium,Resolved,43,4.74,Billing,AG-83908,Provided troubleshooting steps,2,,Medium
KECS-20240303-05166,2024-03-03 08:12:42,SMS/USSD,CUST-4847197,2547898****86,Siaya,Home,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Complaint,SHENG,"Hi KifaruTel, Transaction failed / delayed on my Mobile Money. Transaction ref: M328579. kuja bana",Negative,-0.336,Medium,Escalated,49,38.08,MobileMoney,AG-67069,Raised reversal ticket,,,Medium
KECS-20251225-05167,2025-12-25 15:24:18,Retail Shop,CUST-9509082,2547292****80,Nakuru,Nakuru Town,SME,Postpaid,Mobile Money,Mobile Money,Fraud / scam report,Inquiry,SHENG,Kindly advise about Mobile Money: Fraud / scam report. Transaction ref: M549923. msee,Negative,-0.133,Medium,Pending,31,41.90,MobileMoney,AG-99263,Advised PIN reset,,,Low
KECS-20240417-05168,2024-04-17 19:21:16,Twitter/X,CUST-5364130,2547292****08,Migori,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,SW,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Monthly 10GB (KES 1000). mko wapi ????",Negative,-0.640,Medium,Resolved,13,7.30,Tech-Network,AG-60490,Advised app update and cache clear,2,-41,Medium
KECS-20241203-05169,2024-12-03 09:45:00,Retail Shop,CUST-3784740,2547169****19,Nairobi,Kilimani,Consumer,Postpaid,Account/App,Account/App,Airtime top-up failure,Complaint,SW,"Hi KifaruTel, Airtime top-up failure on my Account/App. My number: 0901** (masked). imekataa",Neutral,-0.392,Medium,Resolved,11,10.77,Care-General,AG-14623,Reset account credentials,4,4,Low
KECS-20250507-05170,2025-05-07 11:59:58,Web Portal,CUST-4588315,2547987****48,Kilifi,Market,SME,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,EN,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Market, Kilifi. ??",Negative,-0.666,Medium,Resolved,12,13.68,Tech-Fiber,AG-35412,Applied service credit after downtime,4,,Low
KECS-20240822-05171,2024-08-22 23:43:56,Facebook,CUST-1554200,2547473****63,Nakuru,Naivasha,Consumer,Prepaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Request Refund/Reversal,EN,Naomba reversal/refund. Voice & SMS: Call drops / poor quality. Amount KES 300. My number: 3311** (masked). ??,Negative,-0.616,Low,Escalated,8,6.77,Tech-Network,AG-63598,Logged complaint for follow-up,,,Medium
